,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Plays
213,Marcedes Lewis,UCLA,Pac-10,12,58,741,12.8,10,,58
214,Nichiren Flowers,Nevada,WAC,12,55,709,12.7,2,1,56
215,Jahkeen Gilmore,Indiana,Big Ten,10,30,383,12.8,3,,30
216,Patrick Higgins,Arkansas State,Sun Belt,12,28,358,12.8,2,,28
217,Matt Spaeth,Minnesota,Big Ten,12,26,333,12.8,4,,26
218,Willie Reid,Florida State,ACC,11,50,639,12.5,1,1,51
219,Jeremy Trimble,Army,Ind,11,42,535,12.7,4,,42
220,Donell Wheaton,UNLV,MWC,10,30,378,11.8,3,2,32
221,Davone Bess,Hawaii,WAC,12,89,1130,12.6,14,1,90
222,Johnny Quinn,North Texas,Sun Belt,11,47,590,12.0,5,2,49
223,Timothy Lane,Syracuse,Big East,11,27,341,12.6,1,,27
224,Quinton Ganther,Utah,MWC,11,25,1434,6.2,8,205,230
225,Steve Odom,Toledo,MAC,12,55,690,12.5,6,,55
226,Cory McKinney,Florida International,Sun Belt,11,44,542,11.8,6,2,46
227,Zach Miller,Arizona State,Pac-10,10,38,476,12.5,4,,38
228,Jermaine Jamison,Fresno State,WAC,13,38,475,12.5,4,,38
229,Chico Cleveland,UAB,CUSA,11,25,312,12.5,4,,25
230,Anthony Mix,Auburn,SEC,12,23,288,12.5,2,,23
232,Scott Mitchell,Kentucky,SEC,11,23,288,12.5,2,,23
233,George Smith,Vanderbilt,SEC,10,23,287,12.5,2,,23
234,Nate Morton,Wake Forest,ACC,11,39,551,10.6,4,13,52
235,James Bailey,Indiana,Big Ten,9,27,335,12.4,3,,27
236,Travis Wilson,Oklahoma,Big 12,9,25,371,13.7,2,2,27
237,Brandon Breazell,UCLA,Pac-10,12,24,357,13.2,4,3,27
238,Aundrae Allison,East Carolina,CUSA,11,83,1089,12.1,7,7,90
239,Jason Avant,Michigan,Big Ten,12,82,1007,12.3,8,,82
240,David Thomas,Texas,Big 12,13,50,613,12.3,5,,50
241,Anthony Fasano,Notre Dame,Ind,12,47,576,12.3,2,,47
242,Derrick Fenner,Maryland,ACC,9,34,417,12.3,2,,34
243,Fontel Mines,Virginia,ACC,12,28,345,12.3,2,,28
244,Tramain Hall,North Carolina State,ACC,12,28,358,11.9,2,2,30
245,Andre Hall,South Florida,Big East,12,26,1695,5.7,15,270,296
246,John Madsen,Utah,MWC,10,55,675,12.1,6,1,56
247,Aaron Kelly,Clemson,ACC,12,47,575,12.2,2,,47
248,Joe Fernandez,Fresno State,WAC,11,46,561,12.2,8,,46
249,Kyle Ingraham,Purdue,Big Ten,11,41,500,12.2,0,,41
250,Marcus Everett,UCLA,Pac-10,10,32,395,12.0,2,1,33
251,Jeff Webb,San Diego State,MWC,12,92,1121,12.1,10,1,93
253,Martin Rucker,Missouri,Big 12,12,47,564,11.8,1,1,48
254,Darcy Johnson,UCF,CUSA,13,36,434,11.7,2,1,37
255,Walter Hill,Army,Ind,11,34,410,12.1,2,,34
256,Dorien Bryant,Purdue,Big Ten,11,80,1061,10.5,7,21,101
257,Chansi Stuckey,Clemson,ACC,12,64,848,11.0,4,13,77
258,Mark Philmore,Northwestern,Big Ten,11,55,681,12.2,7,1,56
259,Chad Mock,Hawaii,WAC,8,42,502,12.0,1,,42
260,Dontrell Moore,New Mexico,MWC,11,31,1669,5.5,17,275,306
261,Charles Davis,Purdue,Big Ten,11,26,311,12.0,1,,26
262,Hiram Moore,Marshall,CUSA,11,53,630,11.9,4,,53
263,Casey Flair,UNLV,MWC,11,32,382,11.9,2,,32
264,Michael Bumpus,Washington State,Pac-10,7,30,386,11.4,2,4,34
265,Julius Eppinger,Florida International,Sun Belt,8,25,297,11.9,3,0,25
266,Tony Pennyman,Utah State,WAC,10,63,785,10.9,5,9,72
267,Tony Scheffler,Western Michigan,MAC,11,57,670,11.8,9,,57
268,Matt Askew,Idaho,WAC,10,28,330,11.8,1,,28
269,Matt Shelton,Notre Dame,Ind,12,28,329,11.8,0,,28
270,Eric Deslauriers,Eastern Michigan,MAC,11,75,904,11.7,8,2,77
271,Dominique Zeigler,Baylor,Big 12,11,48,563,11.7,5,,48
272,Scott Chandler,Iowa,Big Ten,12,47,552,11.7,2,,47
274,Terry Moss,Ball State,MAC,11,36,422,11.4,4,1,37
275,Eddie Royal,Virginia Tech,ACC,13,27,394,10.6,3,10,37
276,Gary Banks,Troy,Sun Belt,11,25,297,10.2,2,4,29
277,Damien Rhodes,Syracuse,Big East,11,23,1170,4.8,7,219,242
278,Casey McGahee,Florida Atlantic,Sun Belt,11,23,287,11.5,1,2,25
279,Trent Shelton,Baylor,Big 12,11,39,452,11.6,1,,39
280,Danny Amendola,Texas Tech,Big 12,12,34,394,10.9,3,2,36
281,Kris Kasparek,Akron,MAC,13,27,312,11.6,0,,27
282,Kenny McKinley,South Carolina,SEC,12,25,308,10.3,1,5,30
283,Troy Bienemann,Washington State,Pac-10,10,24,278,11.6,3,,24
284,Erik Gill,Pitt,Big East,11,21,244,11.6,1,,21
285,Greg Estandia,UNLV,MWC,11,49,563,11.5,7,,49
286,Terrence Nunn,Nebraska,Big 12,12,43,518,11.5,7,2,45
287,Shatone Powers,Northern Illinois,MAC,12,43,498,11.3,3,1,44
288,A.J. Harris,New Mexico State,WAC,10,39,466,11.7,4,1,40
289,De'Cody Fagg,Florida State,ACC,10,35,404,11.5,1,,35
290,Tim Tolbert,New Mexico State,WAC,8,31,358,11.5,1,,31
291,Chris Hopkins,Toledo,MAC,12,31,355,11.5,4,,31
292,Reynaldo Pellerin,SMU,CUSA,11,30,415,11.5,3,6,36
293,Jarwarski Pollock,North Carolina,ACC,10,30,341,11.4,2,,30
295,Quentily Harmon,Texas Christian,MWC,11,28,318,11.4,1,,28
296,Anthony Pudewell,Nevada,WAC,12,27,308,11.4,2,,27
297,Derrick Smith,Louisiana,Sun Belt,11,22,301,10.8,4,6,28
298,T.J. Williams,North Carolina State,ACC,12,36,407,11.3,2,,36
299,Marcus Hill,Kent State,MAC,11,33,372,11.3,1,,33
300,Brent Celek,Cincinnati,Big East,11,32,361,11.3,3,,32
301,Brad Wood,Arizona,Pac-10,11,27,304,11.3,6,,27
302,C.J. Fayton,Tennessee,SEC,10,24,272,11.3,2,,24
303,Sean Coffey,Missouri,Big 12,9,40,448,11.2,2,,40
304,Brian Murph,Kansas,Big 12,11,33,363,10.7,2,1,34
305,Jeff King,Virginia Tech,ACC,13,26,292,11.2,6,,26
306,Steve Breaston,Michigan,Big Ten,11,26,392,10.9,2,10,36
307,Chris Hannon,Tennessee,SEC,11,24,268,11.2,3,,24
308,Earl Bennett,Vanderbilt,SEC,11,79,887,10.6,9,5,84
309,Rudy Burgess,Arizona State,Pac-10,12,59,1299,6.4,10,145,204
310,Austin Flynn,Iowa State,Big 12,12,56,624,11.1,3,,56
311,Matt Rivera,Fresno State,WAC,12,38,537,8.1,3,28,66
312,Dustin Dunning,Vanderbilt,SEC,11,35,389,11.1,0,,35
313,Seneca Chambers,Louisiana Tech,WAC,11,29,323,11.1,0,,29
314,Brandon Allen,New Mexico State,WAC,12,33,362,11.0,1,,33
316,Bristol Olomua,Texas Tech,Big 12,11,28,309,11.0,1,,28
317,Syvelle Newton,South Carolina,SEC,7,27,447,9.3,4,21,48
318,Shaun Herbert,Northwestern,Big Ten,12,79,862,10.9,6,,79
319,Marcus Fitzgerald,Marshall,CUSA,10,41,448,10.9,2,,41
320,Brent Casteel,Utah,MWC,12,39,634,8.6,3,35,74
321,Brian Calhoun,Wisconsin,Big Ten,13,53,2207,5.5,24,348,401
322,Robert Ortiz,San Diego State,MWC,12,39,424,10.6,5,1,40
323,Ben Obomanu,Auburn,SEC,12,33,504,12.6,7,7,40
324,Brian Allbrooks,Temple,Ind,9,22,245,9.1,1,5,27
325,Chase Coffman,Missouri,Big 12,12,47,503,10.7,4,,47
326,Dusty Sprague,Colorado,Big 12,13,44,472,10.7,1,,44
327,Joe Chapple,Western Michigan,MAC,11,33,360,10.6,2,1,34
328,Leon Washington,Florida State,ACC,11,25,697,5.7,4,97,122
329,Peyton Hillis,Arkansas,SEC,11,38,717,7.0,7,65,103
330,Larry Lester,Boston College,ACC,11,37,392,10.6,2,,37
331,Dominique Byrd,USC,Pac-10,12,29,306,10.6,0,,29
332,Derrick Dyer,Buffalo,MAC,10,26,276,10.6,1,,26
333,L.V. Whitworth,Boston College,ACC,12,23,1051,5.0,5,189,212
334,Bret Smith,Tennessee,SEC,11,21,223,10.6,3,,21
335,Britt Davis,Northern Illinois,MAC,12,42,490,9.8,4,8,50
337,Mike Espy,Ole Miss,SEC,11,52,551,9.8,3,4,56
338,Grant Mulkey,Nebraska,Big 12,12,26,271,10.4,0,,26
339,Brian Leonard,Rutgers,Big East,12,55,1308,5.7,17,173,228
340,William Franklin,Missouri,Big 12,12,40,430,9.0,2,8,48
341,Josh Hawkins,Oregon State,Pac-10,11,38,393,10.3,2,,38
342,Erick Jackson,UNLV,MWC,11,36,1043,5.0,7,174,210
343,Marlon White,Vanderbilt,SEC,11,34,350,10.3,6,,34
344,Chad Jackson,Florida,SEC,12,88,989,9.5,11,16,104
345,Paul Dombrowski,New Mexico State,WAC,12,78,824,9.4,3,10,88
346,Chris Johnson,East Carolina,CUSA,11,35,1040,4.9,8,176,211
347,Derick Ross,Cincinnati,Big East,11,33,346,10.2,1,1,34
348,Will Prosser,Mississippi State,SEC,11,28,286,10.2,0,,28
349,Jake Nordin,Northern Illinois,MAC,11,26,266,10.2,1,,26
350,Albert Young,Iowa,Big Ten,12,24,1578,5.8,8,249,273
351,Brandon Jackson,North Texas,Sun Belt,11,22,225,10.2,2,,22
352,Shaun Rochon,Baylor,Big 12,11,44,475,9.9,3,4,48
353,Joey Trappey,Louisiana-Monroe,Sun Belt,11,42,425,10.1,1,,42
354,Derek Kinder,Pitt,Big East,11,37,374,10.1,3,,37
355,Andrew Hawkins,Toledo,MAC,11,28,312,8.0,3,11,39
356,Jon Hamlett,North Carolina,ACC,11,21,212,10.1,1,,21
358,James Finley,Oregon,Pac-10,12,57,569,9.5,2,3,60
359,Anthony Wheat-Brown,Oregon State,Pac-10,11,40,406,9.7,3,2,42
360,Travis Lewis,Eastern Michigan,MAC,11,33,331,10.0,1,,33
361,Jeff Carpenter,Boise State,WAC,13,30,606,7.5,5,51,81
362,Damarcus Davis,Tulane,CUSA,11,28,280,10.0,3,,28
363,Derrick Bush,Kent State,MAC,10,39,384,9.1,4,3,42
364,Darius Reynaud,West Virginia,Big East,12,30,383,9.8,6,9,39
365,Rolly Lumbala,Idaho,WAC,11,22,689,4.6,3,128,150
366,Rafael Little,Kentucky,SEC,11,46,1494,6.1,9,197,243
367,Brett Hamlin,Buffalo,MAC,11,38,360,9.0,0,2,40
368,Jason Williams,Connecticut,Big East,11,32,353,10.1,5,3,35
369,Ramonce Taylor,Texas,Big 12,13,27,778,7.6,15,76,103
370,Uril Parrish,Tulsa,CUSA,12,25,1021,5.0,10,179,204
371,DaJuan Warren,Illinois,Big Ten,11,21,205,9.8,0,,21
372,Chad Upshaw,Buffalo,MAC,11,37,359,9.7,3,,37
373,Darnell Jenkins,Miami (FL),ACC,11,25,254,9.1,2,3,28
374,Shawn Lewis,Kent State,MAC,11,21,214,8.6,2,4,25
375,Jamar Hunt,UTEP,CUSA,12,27,258,9.6,2,,27
376,Carlton Jones,Army,Ind,10,25,1265,4.3,8,269,294
377,Chris Davis,Wake Forest,ACC,7,23,252,8.4,1,7,30
379,Justin Harper,Central Michigan,MAC,10,64,662,9.3,4,7,71
380,Norris Drinkard,UAB,CUSA,11,41,435,8.1,2,13,54
381,Shawn Lauzon,Marshall,CUSA,11,31,300,9.4,3,1,32
382,Glenn Holt,Kentucky,SEC,11,21,225,9.8,1,2,23
383,Trumaine Riley,Eastern Michigan,MAC,10,21,207,9.4,0,1,22
384,Terrence Whitehead,Oregon,Pac-10,11,52,1169,5.6,8,156,208
385,Jonathan Fields,Northwestern,Big Ten,12,60,573,8.8,0,5,65
386,James Jones,San Jose State,WAC,11,30,326,8.6,1,8,38
387,Darrion Porter-Isom,Florida Atlantic,Sun Belt,11,26,246,9.1,1,1,27
388,Charles Gordon,Kansas,Big 12,12,34,313,8.7,2,2,36
389,Chris Miller,Boston College,ACC,12,25,229,9.2,4,,25
390,Cameron Bobb,Kent State,MAC,11,23,211,9.2,0,,23
391,Cory Ross,Nebraska,Big 12,12,43,1274,4.8,8,225,268
392,Naufahu Tahi,Brigham Young,MWC,11,41,872,6.3,8,97,138
393,Tremayne Kirkland,UNLV,MWC,8,28,363,7.6,1,20,48
394,Tyrell Sutton,Northwestern,Big Ten,12,44,1870,6.4,18,250,294
395,Patrick Williams,Colorado,Big 12,13,29,258,8.9,0,,29
396,Brad Ekwerekwu,Missouri,Big 12,12,32,286,7.3,5,7,39
397,Kevin Robbins,Louisiana,Sun Belt,10,26,228,8.8,1,,26
398,Clark Green,Kansas,Big 12,12,25,883,5.0,2,153,178
